protocol,file,application_flow_count,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_bps,throughput_mbps,pdr_percent,loss_percent,avg_delay_s,avg_delay_ms,avg_jitter_s,avg_jitter_ms
AODV,final1000_AODV_164.xml,2,29298,521,28421,15820920,281340,32153.14285714286,0.03215314285714286,1.778278380776845,98.22172161922316,0.20938195777351246,209.38195777351245,0.0039567562380038385,3.9567562380038384
AODV,final1000_AODV_165.xml,2,29298,12764,15208,15820920,6892560,787721.1428571428,0.7877211428571428,43.56611372789951,56.43388627210049,0.08164556565340018,81.64556565340018,0.0023217878408022564,2.3217878408022563
AODV,final1000_AODV_166.xml,2,29298,109,29061,15820920,58860,6726.857142857143,0.006726857142857143,0.37203904703392726,99.62796095296608,0.09762568807339449,97.62568807339449,0.003738311926605505,3.7383119266055047
AODV,final1000_AODV_167.xml,2,29298,1078,28025,15820920,582120,66528.0,0.066528,3.6794320431428766,96.32056795685713,0.0848090909090909,84.8090909090909,0.0022351669758812615,2.2351669758812616
AODV,final1000_AODV_168.xml,2,29298,6671,22410,15820920,3602340,411696.0,0.411696,22.76947231892962,77.23052768107038,0.026536801079298455,26.536801079298456,0.0007988502473392295,0.7988502473392295
AODV,final1000_AODV_169.xml,2,29298,2967,26053,15820920,1602180,183106.2857142857,0.18310628571428572,10.126971124308827,89.87302887569118,0.34949106841927874,349.49106841927875,0.005762723289518031,5.762723289518031
AODV,final1000_AODV_17.xml,2,29298,11678,17083,15820920,6306120,720699.4285714285,0.7206994285714285,39.85937606662571,60.14062393337429,0.0575386196266484,57.5386196266484,0.0006982873779756806,0.6982873779756806
AODV,final1000_AODV_170.xml,2,29298,20030,9128,15820920,10816200,1236137.142857143,1.236137142857143,68.3664413953171,31.633558604682914,0.06626739890164751,66.26739890164751,0.002824518222666001,2.824518222666001
AODV,final1000_AODV_171.xml,2,29298,7122,21855,15820920,3845880,439529.14285714284,0.43952914285714284,24.308826541060824,75.69117345893918,0.18634231957315361,186.34231957315362,0.0022241420949171585,2.2241420949171586
AODV,final1000_AODV_172.xml,2,29298,2918,26296,15820920,1575720,180082.2857142857,0.18008228571428572,9.959724213256878,90.04027578674312,0.18148046607265247,181.48046607265246,0.00709165524331734,7.09165524331734
AODV,final1000_AODV_173.xml,2,29298,9992,19178,15820920,5395680,616649.1428571428,0.6166491428571429,34.10471704553212,65.89528295446789,0.06447958366693354,64.47958366693355,0.0010113891112890313,1.0113891112890312
